"times","traces_1","traces_2","traces_3","traces_4","traces_5","traces_6","traces_7","traces_8","traces_9","traces_10","traces_11","traces_12","traces_13","traces_14","traces_15","traces_16","traces_17","traces_18","traces_19","traces_20","traces_21","design_1","design_2","design_3","design_4","design_5","design_6","design_7","design_8","design_9","design_10","design_11","design_12","design_13","design_14","design_15"
7982.92015075684,6.9852344017393,7.02079056994351,7.12169927936919,7.06663719142981,7.19333199109235,7.41105246635351,7.46298875541717,7.61671079631254,7.4626985447599,7.51322543391383,7.49022340362002,7.4844422124114,7.46462195671311,7.50587331414949,7.54298978107678,7.60407968919399,7.66274574280788,7.61891793786012,7.67542156660653,7.80348262868247,7.64857528699581,0.91870160959661,1.3172484152019,1.61032723076642,4.08908062800765,4.84036634489894,4.89697981439531,4.94338979758322,5.09548758901656,16.1617336012423,16.4464029707015,16.5011448450387,23.984604254365,24,24,24
8117.83970165253,6.06437588682344,7.34998722857996,7.65133355565753,7.69124394726752,7.82856902028966,7.95017709461362,8.31181255547022,7.67367743224482,7.84820977843847,7.71996786535039,7.71239864926161,7.72007915201059,7.72459900419573,7.71038211619306,7.93644450203078,7.75056121427369,7.72927367399071,7.79856072688992,7.75898868086337,7.76316064528923,8.00492359439142,0.718378454446793,1.09986644983292,2.21052261069417,3.40382029116154,4.03324608877301,4.87494075670838,5.73347422666848,9.7267723493278,11.2324443720281,13.1996098011732,13.2641776073724,13.7598320357502,16.8569768629968,18.2523195147514,22.652144132182
7948.85648417473,5.97875156122993,7.25806556134201,7.34982319472917,7.46593143214483,7.38836397390208,7.46185181946042,7.39829213733939,7.55739554342406,7.65406781796518,7.70573568174489,7.63168729124181,7.78749780405809,7.62087463257391,7.68743045073031,7.5637268766936,7.59431784520434,7.46209799349205,7.48078982026768,7.56611248370581,7.50968291612313,7.64125043607883,0.101517543196678,0.386290568858385,0.682438362389803,1.60680714994669,1.77557463571429,3.06238020770252,4.1740274168551,4.68121299706399,6.98393697850406,7.71746092289686,11.24721695669,12.8186607565731,13.5011725053191,14.0347464233637,22.9690130967647
7595.93882250786,7.08655645955939,7.33493720497064,7.27330944245863,7.33722673204519,7.37175086466013,7.35732178023304,7.32654892442551,7.34914092052821,7.64698028440992,7.59947277981386,7.71356349410816,7.70382978953433,7.69481399331246,7.56115303795574,7.58971831129658,7.58520208950306,7.59212599286723,7.65945047597371,7.65245347486114,7.5259184494377,7.62695147456035,0,0.46621879376471,0.662013648077846,1.32578347809613,1.75546726584435,2.25433078408241,2.61263331212103,3.76548246480525,5.64401502348483,6.25026651285589,8.58444046787918,16.6030306275934,19.794814741239,24,24
7939.82669782639,6.59500806197331,7.12423469216008,7.314772726158,7.28328714951216,7.34223910674053,7.45298241664468,7.33038545836228,7.61583908784568,7.6066840568622,7.63627648995293,7.51086296861032,7.62301873332289,7.52772636330756,7.60004040754273,7.56159405634105,7.63953202262987,7.57331717809789,7.6300151557981,7.7877941267246,7.55995656462143,7.6303159037152,0,0,0.283624475821853,0.537409940734506,1.08897576481104,1.17827392369509,2.51160307042301,3.34004077501595,3.85699347965419,4.29219699092209,11.6818741858006,12.671039622277,13.3646361697465,18.1391604468226,24
8014.9856402874,6.8150335285916,6.78630993123294,6.99455427652764,7.33219243125849,7.46738890501055,7.31112406416178,7.37064802628775,7.42717688684978,7.57301698320854,7.51359787260002,7.56500189221872,7.5346790629402,7.63356858800241,7.55195751857179,7.53088440715698,7.53187035007493,7.57491038403352,7.57860013998771,7.59545093820403,7.55357698747344,7.51575316781135,0,0.401847258210182,0.769006837159395,1.38714019395411,1.92255296744406,2.28558193892241,2.93419314175844,4.3745106998831,8.30069640465081,8.36452898383141,10.9338619541377,16.8406811524183,17.9321590159088,24,24
8070.79135847092,7.10367428154663,7.4107297752529,7.42936167537411,7.47310173965722,7.42160168339831,7.58290984390817,7.43155515975137,7.4530762676647,7.4494842952692,7.53927034508468,7.41512208589407,7.50541413963433,7.47783587522346,7.38826732982286,7.52310756946481,7.537281789977,7.55758409538925,7.40726351544375,7.45197305420269,7.45022573483945,7.6295712921455,0.374454198405147,1.67396828904748,2.31123699992895,2.77674669027328,3.98053162917495,4.12195384316146,5.55545044317842,5.84998537413776,8.16149646788836,9.54589087888598,10.882746482268,11.0184879787266,18.5474866982549,19.0082502197474,23.329500015825
8870.51757740974,6.60130329059506,7.16901263603011,7.23128749170998,7.20331811421327,7.2856954649679,7.48945259105886,7.64002984895848,7.64621911283216,7.42690781402644,7.52747147208477,7.480117508237,7.42190703398227,7.43271209173688,7.54737912557141,7.44712295925777,7.48115028623197,7.46823668579261,7.48037182249288,7.41605762206807,7.56038600338015,7.55935392075499,0.273871935904026,0.391189271584153,0.869408553466201,1.22471533901989,4.16296942904592,4.18726321868598,4.98775960877538,8.84413093328476,10.4677453134209,11.3817044924945,11.5823239032179,19.2055158019066,24,24,24
7855.93869233131,7.31189944526513,7.4125445784711,7.39932974028491,7.61253827246697,7.63596408775123,7.75399672867478,7.7843897995518,7.75283390228364,7.83260042914983,7.89062272241804,7.90368490446346,7.77434381373163,7.73222734866644,7.85920348498692,7.78735131344932,7.93273398719361,7.88763418451805,7.73712970435245,7.95478930611067,7.8428571158281,7.83946500269204,0.203307939693332,0.581613834947348,0.779802957549691,1.02111453562975,2.56895415857434,2.82333489507437,3.80388593114913,4.97085646726191,8.86357852444053,10.649366106838,11.6721453219652,11.8258441407233,14.2078600656241,16.2819570936263,16.997593967244
8224.41869974136,6.77664707092946,6.93526296547611,7.02123866748471,7.02835338041641,6.98939041395152,6.99270690847475,7.04642414189829,7.15620366489078,7.12031470099028,7.22703112715301,7.18494836888424,7.44877801363146,7.21646836815275,7.18890301988132,7.36710243640094,7.26138890345519,7.34206323681714,7.37101029031336,7.49736197493807,7.48899492882305,7.55566035806918,0.379029175266623,0.792612925171852,1.71430671773851,1.74762245826423,2.04326325282454,4.94779287278652,6.33044946938753,7.57793318107724,12.4719695672393,13.6784717459232,14.3308452665806,16.9984843488783,24,24,24
8060.41846013069,7.31635632333852,7.35793472490647,7.30126754493284,7.28873231463125,7.28624929161397,7.41031504705989,7.37802921076353,7.41689192082927,7.43211992576708,7.37478029469085,7.37020237722928,7.40339173960704,7.4886169349494,7.49024102742073,7.54612784757233,7.58735446943469,7.55010836124235,7.68006880646336,7.65858214816105,7.64292001149109,7.68232118600295,0,0.337149800732732,0.591247798874974,0.986579440534115,1.30472091212869,1.55255463905632,2.07590138912201,4.33205352164805,5.06941513717175,7.79905432462692,11.7432276774198,16.0876962393522,17.6524377577007,24,24
7237.79003286362,7.56197238230662,7.62171479992946,7.55928596455044,7.74729383109124,7.71052376990446,7.90798072832553,7.74960729097761,7.77042455154325,7.75034452893875,7.79987176702027,7.77703222975505,7.81827123511634,7.97174320445421,7.80617948132716,7.85315544374123,7.92676688519865,7.89276826383837,7.85757752295127,7.79246475380287,7.8196250327343,7.96082076658235,0.549065843224525,0.896172875538468,0.979061488062143,1.30888501368463,3.49327001720667,3.77223659679294,4.29084010049701,8.87526225484908,9.02996292896569,10.9310919363052,12.4645334556699,15.3999687731266,15.426395829767,24,24
7221.08875536919,7.02726934706551,7.01095101420957,7.04587231492712,7.17291143008164,7.38011732904159,7.4330924096154,7.52661098139102,7.55520481805881,7.50855644380408,7.64293443911906,7.80588341199854,7.62001961456109,7.65419697543189,7.60785514252962,7.72652051437582,8.02624111193987,8.01646540093447,7.86691462144491,7.84232953515922,7.76461252109848,7.89662901640689,0.615737032145262,0.929347632452846,0.9855204988271,2.1932081412524,3.31499028392136,5.39175438322127,5.9072952400893,6.41051637008786,6.5898322686553,10.6451874095947,13.323318650946,14.153775556013,14.4368215743452,15.575332403183,24
7762.25921010971,5.41379335796553,7.05655843073971,7.59099747868646,7.66611821922984,7.55127826692971,7.56582069714002,7.68620651003832,7.76868726315222,7.88119707330436,7.76267175573187,7.90119144625086,7.77479350674484,7.82123652222992,7.78187767725015,7.82656655712043,7.89568675110105,7.91423067314702,7.83001340596668,7.71591996419108,7.80513492158309,7.93515181499105,0.335732096806169,0.683740826323628,0.724328946322203,1.12676844745874,3.93095920421183,4.24693673662841,4.96783988177776,5.72962394915521,6.09680954553187,11.6540432497859,12.5171172302216,14.5848608929664,20.5791300293058,22.3877606838942,22.972527410835
8646.85031747818,6.28538961616925,6.62123837973729,7.07615773553516,7.09098914077787,7.04156102577857,7.19792659226555,7.27378878875396,7.26664926637901,7.42592847809817,7.39659076945939,7.4863714073605,7.43615768219294,7.56894617001164,7.55650108633593,7.40906350170274,7.51740797845203,7.51627524064704,7.42704659934101,7.43234879294118,7.37554020485599,7.53632552653738,0,0.295844882726669,0.794742219150066,0.823933420702815,1.88948064297438,4.6810542549938,4.95533314347267,5.19579599797726,6.93076481670141,7.15013211406767,16.2096288297325,17.3300262261182,24,24,24
8056.12852478027,7.06387422504259,7.19703718882326,7.24310164437644,7.31122548059634,7.31052064314537,7.28105014199741,7.41566321455388,7.39041609546016,7.58647565952221,7.64509153912519,7.55321639512955,7.5898505913047,7.51199006534312,7.53642143126129,7.52857190988789,7.6009743408862,7.53571077989563,7.6295541403016,7.69146813492751,7.68775033340819,7.89112515446998,0.660925766453147,0.808048686012626,1.12973844632506,3.57786013931036,3.8294001147151,6.18963667564094,7.34350098855793,11.2395287118852,12.4614880308509,12.6081787124276,14.5573036707938,16.0830410979688,24,24,24
8228.94543027878,5.81469044230033,6.87203810781769,7.42457185034107,7.55438029448041,7.45607717068597,7.53762990250082,7.48213105304624,7.5207976701083,7.53304134366971,7.46110065415993,7.49303615807052,7.56617020621344,7.49508704590926,7.4877972377131,7.43277054416706,7.53361079269151,7.46773156965321,7.54779553407451,7.65968706739059,7.6849239445229,7.8612002538909,0.461579438298941,0.588359462097287,0.919834446161985,1.14530036598444,1.60126554407179,2.35371247306466,4.96530392579734,5.68999959155917,8.30621849745512,16.2080538924783,16.8088561724871,17.1783077549189,24,24,24
7940.25532197952,7.25026884881804,7.57223499899071,7.67374129923901,7.6561548986007,7.56897428134046,7.5872378796086,7.58533571768132,7.55511669079647,7.63854878983681,7.56609244993719,7.50601657594727,7.61476474709682,7.57278992049705,7.61269123398971,7.78700407578089,7.56429005634294,7.56450644033654,7.50229610553457,7.58560519481992,7.50806811438899,7.5705655575729,0.35436481051147,1.28728978894651,1.86048594675958,1.88665869086981,2.21394210867584,4.23563081212342,5.23033997789025,7.37539221905172,8.7875513266772,9.30672072060406,12.249320782721,15.4291962515563,18.0675601568073,23.1800343822688,23.8099256437272
7820.75527524948,6.99921896450311,7.33134954303632,7.36388646741986,7.30813080972634,7.2910247420107,7.36436922940406,7.37207319235589,7.33783396731177,7.44627246708408,7.39579560999995,7.51846131531675,7.45149109227541,7.61314012096946,7.54292898249847,7.47510261251944,7.50159385194908,7.41864541236088,7.67352620149368,7.4875642837496,7.45294824107246,7.59331469739451,0,0.763081284239888,1.01433060877025,1.6415202319622,3.4990076366812,3.54559188522398,3.69943985715508,6.77197745628655,7.74610079079866,9.56927719898522,9.68672454915941,15.3308865018189,16.9653373863548,17.5249011386186,24
7574.36843156815,6.89525756598751,7.21215599811275,7.2677570161296,7.30500149545538,7.29462440326241,7.34415399169494,7.34807690550342,7.35089083208691,7.39566318839252,7.60179116894685,7.36514436194072,7.32948695415038,7.37365419358555,7.43462387378927,7.44236711022652,7.42349596371977,7.41054711634726,7.63384619071717,7.56039809222517,7.56070857047465,7.45326038509387,0,1.00867523252964,1.16767055913806,2.1919821202755,3.49090911448002,4.57710267975926,5.20280861668289,7.42087045311928,7.51263678632677,14.780988290906,18.2617914844304,24,24,24,24
8238.21112585068,7.14673160636369,7.31858999657186,7.17487757183895,7.27759036411698,7.19371630424264,7.60784520071544,7.58937259831824,7.6521577156434,7.70094313395298,7.74428930176695,7.64599471659517,7.63329131504803,7.53922988787998,7.59337138590252,7.61538565295868,7.62541720555255,7.72376583827249,7.59268653919613,7.62341553069625,7.59007222039511,7.66487398359605,0,0.44737296178937,0.90387362614274,1.39642402343452,2.65241229347885,4.19804312288761,4.21463691629469,6.00833499245346,7.74550066888332,8.06877891719341,11.3350826930255,16.9876519069076,18.6119902599603,19.6221911106259,24
8345.4856069088,4.62382917184717,7.23474261699962,7.53391698084412,7.79189008368972,7.78796543908585,7.79685005515516,7.8256221455036,7.80576644358693,7.76255084013744,7.7777428234607,7.82484021044384,7.82534427699292,7.7576405021835,7.84297061355056,7.79342224546601,7.86157862316637,7.74205107166467,7.87271481014093,7.73283983736548,7.79319642547371,7.81940263524726,0.558199988678098,0.661615502089262,1.10899564996362,2.30796878412366,3.22664163820446,3.94415151514113,4.71677726693451,8.58504711091518,8.94299974478781,12.3280363921076,13.804601887241,14.7500018645078,20.2375447768718,24,24
8425.65807557106,5.0298389344707,6.91470835146879,7.14061416103689,7.31437587297808,7.34974010722054,7.44564269493696,7.66123966424862,7.64815948837415,7.76599393229209,7.70649301939587,7.66403433404255,7.8131356987489,7.94102220003669,7.90545756336247,7.93000130744469,7.74807208875605,7.78050936998307,7.85924925777105,7.69821689687961,7.80907944118216,7.69039158306688,0.700908232480288,0.90111961774528,0.950326016172767,2.9173156991601,4.81047590821981,5.24097882024944,6.57828435301781,9.37135350331664,11.3135379943997,14.1671929769218,16.8341207541525,17.0573892407119,20.3027349282056,22.2453447952867,24
7603.60103344917,5.20825174383108,6.84363406014848,7.30234071780089,7.59464538995375,7.65497458138997,7.51515393885456,7.5733143818463,7.66476509448205,7.55489549867171,7.47392783841303,7.5208606741571,7.58805542128765,7.5335791724584,7.47475722525057,7.52888744499674,7.50943283576426,7.81276686648127,7.77215651315397,7.70096713106553,7.61231984844653,7.7659243881662,0.11361381970346,0.737636106088758,0.7405517231673,1.44036663137376,2.40624748729169,4.21274187974632,5.39738746359944,7.32775503583252,7.48723391443491,8.24215382896364,11.4205542895943,14.3555393200368,18.6716197449714,24,24
8540.76150894165,6.94310199820064,7.04013259841153,7.00299839667237,6.97088835500595,6.96447635279365,6.97847902787574,7.20953323504479,7.35501062882534,7.38927841965429,7.51165040304078,7.65372860478488,7.55673691970141,7.41344481489941,7.54043148579552,7.44783439049062,7.51844371101118,7.52473731693551,7.39765694447236,7.51748090186681,7.47912711175843,7.64277042022197,0.218852240592241,0.819048134610057,1.60296912677586,1.96641146577895,4.44253718666732,4.51715678349137,5.78931847773492,9.35543558187783,16.6743276882917,16.6902711074799,24,24,24,24,24
7756.89656615257,6.66690553197062,6.86054192945115,7.0954229683143,7.04370723641351,7.08137001540596,7.20246389763001,7.27958859080665,7.43641143758664,7.4180607938868,7.47953742407242,7.41422279918388,7.41239334259623,7.53357563809564,7.37838378409951,7.34064762889124,7.33181632238068,7.41106904690143,7.5126150384551,7.5443093308853,7.57614433681187,7.71185563085406,0.521374884992838,0.907124368473887,2.08595035783947,2.55462251789868,4.81841197796166,5.4693762101233,8.2359999474138,11.5834926143289,12.2079782467335,12.7337559107691,13.3491495307535,13.4053560979664,13.7893867548555,24,24
8579.56852436066,7.02890456175258,7.3579615644539,7.30027873126757,7.51947641363967,7.38455667294791,7.29102111883336,7.34995876134327,7.30229509695504,7.42266055615636,7.2365839504408,7.52468171823091,7.31432151412809,7.29665950142003,7.35693795317535,7.30170113815565,7.31192979014662,7.60364269660969,7.61357052248871,7.65082958633942,7.56481806765073,7.60129081291079,0,0.765903487801552,1.33577095158398,1.43882690928876,3.29025594703853,4.6058175265789,5.65454919263721,6.59544257819653,8.13149348460138,12.0788202155381,12.9135855473578,16.5694674253464,16.9382553566247,17.0834122728556,24
7979.82389450073,7.0088661606925,7.57259242773836,7.6995430244888,7.73561518210324,7.8890714802363,7.77092867815772,7.87311327275873,7.83782314330097,7.77858965655004,7.75871744796044,7.82995522203019,7.7290540102408,7.75737765221986,7.81876545218345,8.28687933396524,7.77135523491002,7.7137235810768,7.77549690861945,7.74085560319328,7.94019863671225,7.8239993303518,0.685807328671217,0.825123153626919,1.04423668049276,1.76457831636071,2.19760853424668,4.05149708501995,4.82950504682958,6.53588123805821,7.7253441978246,12.1973472889513,15.8525696005672,16.8582700956613,20.8461947310716,23.2593486942351,24
7723.50290513039,6.95951997139951,7.17241149095389,7.11712060709115,7.13224958894126,7.11341093031829,7.2368032806896,7.14309304595572,7.17386146775755,7.15182569778714,7.1298631052386,7.14270881388483,7.13750536956847,7.45581960932597,7.50099048563263,7.4582332907017,7.48893119172874,7.57049615127855,7.60640308240651,7.7611145726349,7.55330585135158,7.57981509329782,0.217729004099965,0.595033681020141,1.17074899747968,2.1703794579953,2.73196367360651,4.46236981451511,5.91490164957941,7.83731892518699,8.74192569963634,14.6304205041379,15.6235676072538,17.1500368639827,24,24,24
7984.35094404221,7.15363650480809,7.4638227733832,7.38772840007217,7.43808668390508,7.5390898594435,7.67500572689753,7.6075128041363,7.56774076534293,7.52411270710197,7.5165644750299,7.42887392983456,7.50202387182333,7.55847655551282,7.45873592939877,7.3932071211782,7.46897954023255,7.43613857370179,7.47968655379793,7.45304511093413,7.45131826265218,7.40163539563157,1.381178855896,1.5685202088207,1.91951498016715,3.54324315302074,3.66702887043357,5.36134531348944,6.3840251583606,10.0948592014611,10.2441020328552,12.7923580482602,17.280493889004,19.0634600613266,24,24,24
